;index;game_id_base;max_players_base;max_playtime_base;min_age_base;min_players_base;min_playtime_base;year_published_base;category_base;average_rating_base;users_rated_base;average_learning_complexity_api;average_strategy_complexity_api;min_age_category_base;year_published_category_base;users_rated_log_base;economic_d;negotiation_d;cardgame_d;fantasy_d;abstractstrategy_d;medieval_d;ancient_d;exploration_d;bluffing_d;sciencefiction_d;dice_d;fighting_d;adventure_d;wargame_d;humor_d;partygame_d;animals_d;childrensgame_d;deduction_d;movies/tv/radiotheme_d;price_api;price_ca_api;price_uk_api;price_au_api;discount_api;listing_clicks_api
4867;4912;172385;4;120;12;2;75;2015;Ancient,City Building;7.25431;958;3.0;3.5;8-12;2011-2020;6.86484777797086;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.95;83.99;0.0;0.0;0.0;0
4868;4913;172386;4;150;12;2;75;2015;Economic;8.003910000000001;4874;3.0;3.0;8-12;2011-2020;8.491670234185152;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.99;28.71;97.46;0.0;0
4869;4914;172503;2;30;10;2;20;2015;Card Game,Fantasy,Fighting;7.52822;594;0.0;0.0;8-12;2011-2020;6.386879319362645;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.1;28.95;0.0;44.99;0.53;0
4870;4915;172507;6;20;5;1;15;2015;Animals,Children's Game,Dice;6.3618;232;0.0;0.0;0-7;2011-2020;5.44673737166631;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4871;4916;172540;4;60;13;2;30;2016;Dice,Fantasy,Fighting,Medieval,Party Game;7.54095;232;0.0;0.0;13-17;2011-2020;5.44673737166631;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;45.95;37.37;59.95;0.0;0
4872;4917;172543;4;15;5;2;15;2015;Children's Game,Memory;6.12183;71;0.0;0.0;0-7;2011-2020;4.2626798770413155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;145.26;0.0;0.0;0.0;0
4873;4918;172546;4;45;8;2;45;2015;Industry / Manufacturing,Renaissance;6.6032399999999996;770;2.0;2.0;8-12;2011-2020;6.646390514847729;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.52;58.84;0.0;0.0;-0.77;0
4874;4919;172547;4;60;10;2;60;2015;Medieval;6.97576;711;3.0;3.0;8-12;2011-2020;6.566672429803241;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;24.99;0.0;0.0;67.99;0.0;0
4875;4920;172552;4;60;13;2;25;2016;Animals,Card Game,Religious;7.0369399999999995;758;0.0;0.0;13-17;2011-2020;6.630683385642372;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;23.99;33.73;0.0;0.0;0.0;0
4876;4921;172557;12;360;7;2;60;2015;Bluffing,Deduction,Party Game,Real-time;5.90568;185;0.0;0.0;0-7;2011-2020;5.220355825078324;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;40.88;12.95;0.0;13.99;0.0;0
4877;4922;172560;4;30;8;2;30;2015;Nautical,Pirates,Real-time;6.65188;237;2.0;3.0;8-12;2011-2020;5.4680601411351315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.95;44.89;0.0;89.0;0.0;0
4878;4923;172584;5;120;14;3;90;2015;Age of Reason,Card Game,Economic,Renaissance;6.8669199999999995;412;0.0;0.0;13-17;2011-2020;6.021023349349527;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4879;4924;172597;4;45;10;2;45;2016;Ancient,Bluffing,Card Game,Mythology;7.08833;60;0.0;0.0;8-12;2011-2020;4.0943445622221;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.94;0.0;0.0;0.0;0.0;0
4880;4925;172598;5;30;8;3;30;2015;Deduction,Dice,Spies/Secret Agents;6.297540000000001;76;0.0;0.0;8-12;2011-2020;4.330733340286331;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;27.95;0.0;0.0;0.0;0.0;0
4881;4926;172599;4;45;10;2;45;2016;Ancient,Bluffing,Card Game,Mythology;7.0431;58;0.0;0.0;8-12;2011-2020;4.060443010546419;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.95;42.99;0.0;0.0;0.0;0
4882;4927;172600;5;20;8;3;20;2014;Bluffing,Card Game,Exploration,Fantasy;5.92882;255;0.0;0.0;8-12;2011-2020;5.541263545158426;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.95;17.95;0.0;0.0;0.0;0
4883;4928;172613;4;60;9;2;45;2015;Pirates;6.83276;232;0.0;0.0;8-12;2011-2020;5.44673737166631;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38.79;50.59;0.0;0.0;0.35;0
4884;4929;172818;4;90;13;2;90;2015;Adventure,Book,City Building,Economic,Exploration,Fantasy,Farming,Negotiation;7.68882;5458;3.0;3.0;13-17;2011-2020;8.604837701268284;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.45;44.95;0.0;74.95;-0.11;11
4885;4930;172837;8;30;8;3;20;2015;Bluffing,Dice,Pirates;5.86752;145;0.0;0.0;8-12;2011-2020;4.976733742420574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.42;0.0;0.0;0.0;0.0;0
4886;4931;172866;2;10;12;2;5;2014;Fighting,Video Game Theme;6.4352800000000006;197;0.0;0.0;8-12;2011-2020;5.2832037287379885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.95;0.0;0.0;0.0;0.0;0
4887;4932;172881;5;60;14;3;45;2015;Fantasy;7.06809;259;0.0;0.0;13-17;2011-2020;5.556828061699537;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;214.19;0.0;0.0;0.0;0.0;0
4888;4933;172896;4;60;13;2;45;2015;Horror;7.2512;173;0.0;0.0;13-17;2011-2020;5.153291594497779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.97;0.0;0.0;0.0;0.0;0
4889;4934;172931;4;15;5;2;15;2014;Children's Game,Deduction,Dice;7.29604;404;1.0;1.0;0-7;2011-2020;6.0014148779611505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;16.83;21.95;0.0;29.95;-0.46;0
4890;4935;172932;5;20;6;2;20;2015;Bluffing,Children's Game;6.25294;51;0.0;0.0;0-7;2011-2020;3.9318256327243257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;41.13;0.0;0.0;0.0;0
4891;4936;172933;4;20;8;2;20;2015;Adventure,Card Game,Dice,Fantasy;6.9212;661;0.0;0.0;8-12;2011-2020;6.493753839851686;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.97;19.95;14.37;24.95;0.2;0
4892;4937;172965;9;120;10;2;60;2016;Fantasy,Miniatures,Wargame;7.64681;94;0.0;0.0;8-12;2011-2020;4.543294782270004;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4893;3788;172969;2;45;12;2;45;2015;Card Game,Expansion for Base-game,Fantasy,Fighting,Video Game Theme;7.50378;119;0.0;0.0;8-12;2011-2020;4.77912349311153;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.47;12.87;0.0;0.0;0.3;0
4894;4938;172971;6;45;6;3;15;2013;Bluffing,Party Game;6.57367;442;0.0;0.0;0-7;2011-2020;6.091309882077698;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;12.99;0.0;0.0;0.0;0.13;0
4895;4939;172994;4;75;10;2;75;2015;Civilization,Negotiation;7.303089999999999;102;0.0;0.0;8-12;2011-2020;4.624972813284271;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;59.49;0.0;59.95;0.0;0
4896;4940;172996;4;50;12;2;30;2015;Medieval,Political;7.23665;790;0.0;0.0;8-12;2011-2020;6.672032945461067;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;207.62;47.95;23.28;0.0;0.0;0
4897;4941;173018;6;90;14;1;15;2015;American West,Card Game,Fantasy,Humor,Science Fiction;7.11216;292;0.0;0.0;13-17;2011-2020;5.676753802268282;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;24.95;27.95;0.0;48.0;0.0;0
4898;4942;173047;6;60;14;3;45;2015;Animals,Card Game;6.77672;669;0.0;0.0;13-17;2011-2020;6.505784060128229;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;42.95;0.0;0.0;0.0;0
4899;4943;173064;5;180;10;1;60;2015;Science Fiction,Space Exploration;7.988360000000001;755;0.0;0.0;8-12;2011-2020;6.626717749249025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.95;0.0;0.0;0.0;0.0;10
4900;4944;173074;5;20;7;1;20;2015;Bluffing,Children's Game;6.08788;198;0.0;0.0;0-7;2011-2020;5.288267030694535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;19.99;21.24;0.0;26.99;0.0;0
4901;4945;173090;5;20;8;1;20;2015;Card Game,Number;6.756469999999999;3480;0.0;0.0;8-12;2011-2020;8.15478757276852;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.17;11.95;0.0;19.95;0.29;0
4902;4946;173101;4;75;10;2;40;2015;Economic;7.2018;752;0.0;0.0;8-12;2011-2020;6.62273632394984;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.99;62.95;0.0;74.99;0.0;0
4903;4947;173105;2;60;10;2;60;2015;Miniatures,Wargame,World War I;8.00799;267;0.0;0.0;8-12;2011-2020;5.58724865840025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.99;0.0;0.0;0.0;0
4904;4948;173115;4;50;12;2;30;2015;Fantasy;6.99149;194;0.0;0.0;8-12;2011-2020;5.267858159063328;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.99;54.99;0.0;59.18;0.2;0
4905;4949;173275;4;120;15;1;30;2015;Movies / TV / Radio theme;6.58895;660;0.0;0.0;13-17;2011-2020;6.492239835020471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;39.98;99.99;0.0;0.0;0.53;0
4906;4950;173294;2;60;14;2;60;2015;Collectible Components,Comic Book / Strip,Dice;7.4895;326;0.0;0.0;13-17;2011-2020;5.786897381366708;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.99;18.95;0.0;0.0;0.0;0
4907;4951;173319;6;10;14;2;10;2015;Bluffing,Card Game,Deduction;6.88057;424;0.0;0.0;13-17;2011-2020;6.049733455231958;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;34.3;14.89;10.99;0.0;0.0;0
4908;4952;173337;7;60;8;2;30;2015;Bluffing,Fantasy;6.80266;64;0.0;0.0;8-12;2011-2020;4.1588830833596715;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4909;4953;173341;3;15;4;2;10;2015;Action / Dexterity,Aviation / Flight,Children's Game,Electronic,Movies / TV / Radio theme,Real-time,Space Exploration;6.46558;986;0.0;0.0;0-7;2011-2020;6.893656354602635;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;24.97;0.0;0.0;0.0;0
4910;4954;173344;9;45;12;3;25;2016;Deduction,Party Game;6.11;50;0.0;0.0;8-12;2011-2020;3.912023005428146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;16.95;0.0;0.0;0.0;0.0;0
4911;4955;173346;2;30;10;2;30;2015;Ancient,Card Game,City Building,Civilization;8.1939;20088;2.4444444444444446;2.6666666666666665;8-12;2011-2020;9.907877900837422;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27.99;17.49;18.39;39.95;0.2;0
4912;4956;173441;8;60;12;3;20;2015;Card Game,Humor,Party Game;7.172389999999999;245;0.0;0.0;8-12;2011-2020;5.501258210544727;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;19.95;0.0;0.0;0.0;0
4913;4957;173442;6;150;10;2;50;2015;Civilization,Exploration,Renaissance;8.070030000000001;1006;0.0;0.0;8-12;2011-2020;6.913737350659685;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;449.99;0.0;0.0;0.0;0.0;0
4914;4958;173452;2;45;12;2;15;2015;Abstract Strategy,Card Game,Fantasy,Medieval;6.84615;65;0.0;0.0;8-12;2011-2020;4.174387269895637;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.99;39.99;31.99;52.01;0.35;0
4915;4959;173460;6;20;12;1;15;2016;Card Game,Fantasy,Fighting;6.871569999999999;242;0.0;0.0;8-12;2011-2020;5.488937726156687;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.95;21.95;0.0;0.0;0.0;0
4916;4960;173486;8;120;8;3;30;2015;Bluffing,Dice,Fighting,Negotiation,Novel-based,Print & Play,Science Fiction;6.900510000000001;195;0.0;0.0;8-12;2011-2020;5.272999558563747;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4917;2279;173634;4;60;13;2;30;2015;Card Game,Fantasy,Humor,Medieval,Party Game;7.715610000000001;253;0.0;0.0;13-17;2011-2020;5.53338948872752;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;25.49;32.99;30.39;48.44;0.33;0
4918;4962;173649;5;60;10;2;30;2015;Economic;6.72888;205;0.0;0.0;8-12;2011-2020;5.3230099791384085;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.97;38.24;0.0;0.0;0.2;0
4919;4963;173666;4;90;12;2;45;2015;Card Game,Renaissance;6.87798;84;0.0;0.0;8-12;2011-2020;4.430816798843313;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4920;4964;173759;5;90;11;2;60;2015;Economic,Fantasy;7.34125;160;0.0;0.0;8-12;2011-2020;5.075173815233827;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4921;4965;173761;8;30;17;4;20;2015;Humor,Mature / Adult,Party Game,Real-time;7.187119999999999;372;0.0;0.0;13-17;2011-2020;5.918893854273146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;14.79;28.99;0.0;36.0;0.0;0
4922;4966;173770;4;30;13;2;15;2016;Card Game,Exploration;6.183330000000001;114;0.0;0.0;13-17;2011-2020;4.736198448394496;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;15.95;0.0;0.0;0.0;0
4923;4967;173800;5;10;10;3;5;2015;Animals,Card Game,Party Game;5.76295;155;0.0;0.0;8-12;2011-2020;5.043425116919247;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;29.99;0.0;0.0;0.0;-1.5;0
4924;4968;173804;4;45;11;2;20;2015;Fantasy;6.770569999999999;176;0.0;0.0;8-12;2011-2020;5.170483995038151;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.95;30.6;0.0;0.0;0
4925;4969;173875;10;45;5;2;30;2015;Card Game,Fighting,Humor;5.79676;152;0.0;0.0;0-7;2011-2020;5.0238805208462765;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;7.95;14.95;0.0;0.0;0.0;0
4926;4970;174064;2;120;12;2;45;2015;Abstract Strategy,Bluffing,Deduction,Fighting,Memory,Napoleonic,Wargame;7.88243;74;0.0;0.0;8-12;2011-2020;4.30406509320417;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;112.99;51.95;0.0;0.0;0.0;0
4927;4971;174078;2;30;10;2;20;2015;Card Game,Novel-based;7.15561;711;0.0;0.0;8-12;2011-2020;6.566672429803241;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.75;22.57;0.0;0.0;0.21;0
4928;4972;174155;4;120;12;2;60;2015;Economic;7.402080000000001;248;0.0;0.0;8-12;2011-2020;5.5134287461649825;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;55.99;0.0;0.0;0.0;0.0;0
4929;4973;174182;2;45;13;2;30;2014;Card Game,Collectible Components,Fantasy,Fighting;7.37978;136;0.0;0.0;13-17;2011-2020;4.912654885736052;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0
4930;4974;174192;2;30;10;2;30;2015;Card Game;6.658860000000001;175;0.0;0.0;8-12;2011-2020;5.1647859739235145;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;86.99;0.0;0.0;0.0;0.0;0
4931;4975;174226;5;60;13;1;30;2015;Bluffing,Card Game,Fighting;7.50747;1099;0.0;0.0;13-17;2011-2020;7.002155954403621;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.99;39.99;81.99;0.0;0
4932;4976;174252;4;45;10;2;60;2014;Bluffing,Deduction,Fighting,Horror;6.61154;65;0.0;0.0;8-12;2011-2020;4.174387269895637;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4933;2446;174260;4;240;16;2;90;2015;Adventure,Science Fiction;7.1356399999999995;165;0.0;0.0;13-17;2011-2020;5.10594547390058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.95;0.0;0.0;0.0;0.0;0
4934;4977;174402;4;240;14;2;60;2014;Fighting,Wargame,World War II;8.13687;85;0.0;0.0;13-17;2011-2020;4.442651256490317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0
4935;4978;174458;4;45;10;1;45;2015;Card Game,Science Fiction,Sports;8.05991;387;0.0;0.0;8-12;2011-2020;5.958424693029782;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4936;4979;174476;4;15;12;2;10;2015;Animals,Bluffing,Deduction,Murder/Mystery;6.53336;622;0.0;0.0;8-12;2011-2020;6.432940092739179;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;17.99;0.0;0.0;0.0;0.0;0
4937;4980;174524;4;60;12;2;30;2016;American West;7.390339999999999;383;0.0;0.0;8-12;2011-2020;5.948034989180646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29.99;50.25;0.0;0.0;0.45;0
4938;4981;174570;5;45;17;1;45;2015;Card Game,Movies / TV / Radio theme,Science Fiction;7.682910000000001;1416;0.0;0.0;13-17;2011-2020;7.255591274253665;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;65.95;69.99;0.0;119.95;0.0;0
4939;4982;174584;8;150;14;1;60;2016;Fantasy,Fighting,Miniatures,Video Game Theme;7.08242;91;0.0;0.0;13-17;2011-2020;4.51085950651685;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;110.95;84.07;0.0;0.0;0.0;0
4940;4983;174611;7;40;8;2;20;2015;Card Game,Deduction,Educational,Medical,Party Game;6.6100699999999994;144;0.0;0.0;8-12;2011-2020;4.969813299576001;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;19.99;17.63;10.5;29.99;0.0;0
4941;4984;174646;8;150;14;1;60;2016;Fantasy,Fighting,Video Game Theme;6.99885;52;0.0;0.0;13-17;2011-2020;3.9512437185814275;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.07;0.0;0.0;0.0;0
4942;4985;174660;4;60;8;2;30;2015;City Building;7.00862;3116;2.0;3.0;8-12;2011-2020;8.044305406990638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.99;53.95;0.0;0.0;0.0;0
4943;4986;174785;5;120;14;3;90;2016;Ancient,Civilization,Economic;7.7934;1613;0.0;0.0;13-17;2011-2020;7.385851078125209;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;93.95;0.0;0.0;0.0;0
4944;4987;174802;5;120;13;1;60;2016;Card Game,Fighting;7.696969999999999;66;0.0;0.0;13-17;2011-2020;4.189654742026425;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.99;0.0;0.0;0.0;0
