;Unnamed: 0_base;game_id_base;description_base;max_players_base;max_playtime_base;min_age_base;min_players_base;min_playtime_base;name_base;playing_time_base;year_published_base;artist_base;category_base;designer_base;family_base;mechanic_base;publisher_base;average_rating_base;users_rated_base;name_lower_base;Unnamed: 0_api;average_learning_complexity_api;average_strategy_complexity_api;average_user_rating_api;comment_count_api;discount_api;id_api;is_historical_low_api;listing_clicks_api;max_players_api;max_playtime_api;min_age_api;min_players_api;min_playtime_api;name_api;num_user_ratings_api;players_api;plays_api;playtime_api;price_api;price_au_api;price_ca_api;price_uk_api;visits_api;year_published_api;name_lower_api
10;41;46;"Another Reiner Knizia standby, this game plays very well with varying numbers of people.  The object is to accrue the most points during three rounds, which you do by spending your points to bid on sets of cards.  Each turn the current player turns up one to three cards for all the players to bid on, with the highest bid taking all cards.  The cards denote a commodity type and quantity/value.  The round ends when each player's ships are full, or the commodity card deck is exhausted.  After each round, points are awarded to each player having the most of a given commodity, and to the one with the most valuable total &quot;cargo load&quot;.&#10;&#10;Part of the Knizia auction trilogy.&#10;One of the Knizia Florentine auction games.&#10;&#10; Related Games: &#10;&#10;&#10;     Medici vs Strozzi (two-player version)&#10;     Strozzi&#10;     Mercator, included in Neue Spiele im alten Rom (ancestor to Medici).&#10;&#10;&#10;";6;60;10;2;60;Medici;60;1995;David Cherry,Vincent Dutrait,Dominique Ehrhard,Franz Vohwinkel;Renaissance;Reiner Knizia;Cities: Florence,Country: Italy,Knizia Florentine auction games;Auction/Bidding,Set Collection;ABACUSSPIELE,AMIGO Spiel + Freizeit GmbH,Asmodee,Grail Games,Lui-même,Rio Grande Games;7.1502;5702;medici;8;2.0;3.0;3.3356164383561633;0;0.0;Tqb14bekiW;False;0;6.0;60.0;10.0;2.0;30.0;Medici;73;2-6;468;30-60;174.03;58.99;40.99;0.0;1351;1995.0;medici
11;42;47;"This is a negotiation game in the truest sense of the word. In it, players acquire ownership of sections of city blocks then place tiles, representing businesses, onto the block-sections.  At the end of each turn, each tile you've laid gives you some sort of payout, but completed businesses (formed of three to six connected tiles of the same type) pay quite a bit better.  All these resources are dealt to the players randomly, however, so players must trade to get matching businesses and adjacent locations.&#10;&#10;This game is #2 in the Alea big box series.&#10;&#10;";5;60;12;3;60;Chinatown;60;1999;Mathieu Leyssenne,Franz Vohwinkel;City Building,Economic,Negotiation;Karsten Hartwig;Alea Big Box,Asian Theme,Cities: New York (New York, USA),Filosofia Reprints;Set Collection,Tile Placement,Trading;alea,Ravensburger Spieleverlag GmbH,Competo / Marektoy,Filosofia Éditions,Heidelberger Spieleverlag,Quined White Goblin Games,Z-Man Games;7.23234;5846;chinatown;25;2.0;3.0;3.6866165413533833;0;0.2;usmFRWCFjI;False;10;5.0;60.0;12.0;3.0;60.0;Chinatown;133;3-5;493;60;35.99;64.99;47.95;0.0;4186;1999.0;chinatown
12;45;50;"Lost Cities is a card game in the Kosmos two-player series. The game consists of a single deck of cards of rank 2&ndash;10 in 5 different colors with 3 special &quot;handshakes&quot; (&quot;HS&quot; in scoring examples below) in each suit. There is also a board which functions only to hold and organize discarded cards and is largely superfluous. Games last around 15 minutes. This is generally considered a good &quot;couples&quot; game and is often recommended for people with non-gamer partners.&#10;&#10;The object the game is to gain points by mounting profitable archaeological expeditions to the different sites represented by the 5 colors. On a player's turn they must always first play one card, either to an expedition or by discarding it to the appropriate discard pile, and then draw one card. There is a separate discard pile for each color and a player may draw the top card of any discard pile or the top card of the deck. Cards played to expeditions must be in ascending order but they need not be consecutive. Handshakes are considered lower than a 2 and represent investments in an expedition. Thus, if you play a red 4, you may play any other red card higher than a 4 on a future turn but may no longer play a handshake, the 2, or the 3.&#10;&#10;The game continues in this fashion with players alternating turns until the final card is taken from the draw pile. The rest of the cards in hand are then discarded and players score their expeditions. Each expedition that has at least one card played into it must be scored. Cards played into an expedition are worth their rank in points, and handshakes count as a multiplier against your final total. Expeditions start at a value of -20 so you must play at least 20 points of cards into an expedition in order to make a profit. If you are left with a negative value and have a handshake, the multiplier still applies. A 20-point bonus is awarded to every expedition with at least 8 cards played into it. The player with the most points wins the game, but it is typical to play 3 matches and add your score from each to see who wins.&#10;&#10;Scoring example 1: an expedition has a 2,3,7,8,10 for a total of 30. This expedition is worth 10 total points: 30 minus the initial -20.&#10;&#10;Scoring example 2: an expedition has 2 HS, and 4,5,6,7,8,10 for a total of 40. This expedition is worth 80 total points: 40 points for cards, minus the initial 20, &times;3 for the 2 multipliers, plus the 20-pt bonus for playing 8+ cards.&#10;&#10;Scoring example 3: an expedition has 1 HS, and 4,6,7 for a total of 17. This expedition is worth -6 total points: 17 minus initial 20, &times;2 for the multiplier.&#10;&#10;";2;30;10;2;30;Lost Cities;30;1999;Grafik Studio Krüger,Michaela Kienle,Anke Pohl,Thilo Rick,Claus Stephan,Franz Vohwinkel;Card Game,Exploration;Reiner Knizia;Archaeology,Card Games: Draw and Discard Games,Kosmos two-player series,Lost Cities;Hand Management,Set Collection;999 Games,Albi,Competo / Marektoy,Devir,Filosofia Éditions,Galakta,Kaissa Chess & Games,Korea Boardgames co., Ltd.,KOSMOS,Laser plus,Midgaard Games,Piatnik,Playhouse Ltd,Rio Grande Games,Stupor Mundi,Swan Panasia Co., Ltd.,Tilsit,Zvezda;7.14784;26686;lost cities;11;1.6;2.2;3.5433270925110136;0;0.28;LTnLSWIcbH;False;8;2.0;45.0;10.0;2.0;30.0;Lost Cities;454;2;5335;30-45;14.47;31.99;18.95;0.0;3306;1999.0;lost cities
13;46;51;"Ricochet Robots is less of a game and more of a puzzle, which explains why there's such an odd number of solutions possible. There's a four-piece modular board that forms a large room with walls spread around the board. There are also color-coded targets on boards. Placed on top of the surface are four robots. The idea for each turn/puzzle is to get the like-colored robot to a randomly selected target. The trick is that once a robot starts moving, it will continue to move until a wall or another robot stops it. Therefore, players are seeking a sequence of moves for the robots that will enable them to move the required robot to the target in the fewest moves.&#10;&#10;";15;30;10;1;30;Ricochet Robots;30;1999;Franz Vohwinkel;Abstract Strategy,Maze,Puzzle,Real-time;Alex Randolph;Robots,Solitaire Games;Grid Movement,Modular Board;ABACUSSPIELE,Devir,Gém Klub Kft.,Hans im Glück Verlags-GmbH,Korea Boardgames co., Ltd.,Oya,Playgo Hungary,Rio Grande Games,Swan Panasia Co., Ltd.,Z-Man Games;6.99357;6278;ricochet robots;2;0.0;0.0;3.4126760563380287;0;0.0;dtiSgObq7u;False;0;15.0;30.0;13.0;1.0;30.0;Ricochet Robots;71;1-15;276;30;0.0;0.0;0.0;39.75;567;1999.0;ricochet robots
14;48;54;"Tikal is a game of exploration within the Central American jungles in search of lost temples and the treasures within. Players send their team of explorers into the jungle, exposing more and more of the terrain.  Along the way, you find temples that require further uncovering and treasures.  Players attempt to score points for occupying temples and holding onto treasure.&#10;&#10;Tikal is the first game of the Mask Trilogy.&#10;&#10;Sequel:&#10;&#10;     Tikal II: The Lost Temple&#10;&#10;&#10;&#10;&#10;";4;90;13;2;90;Tikal;90;1999;Mariusz Gandzel,Franz Vohwinkel;Exploration,Territory Building;Michael Kiesling,Wolfgang Kramer;Archaeology,Country: Guatemala,The Mask Trilogy,Promotional Board Games,Tropical theme;Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Grid Movement,Set Collection,Tile Placement;Ravensburger Spieleverlag GmbH,Rio Grande Games,dV Giochi,Egmont Polska,Gém Klub Kft.,Kellogg's,Maldito Games,Super Meeple;7.34313;13674;tikal;17;0.0;0.0;3.5588667493796544;0;0.27;cRH5zpmn1R;False;15;4.0;120.0;10.0;2.0;90.0;Tikal;155;2-4;379;90-120;32.99;0.0;38.95;0.0;2030;1999.0;tikal
15;62;71;"CIVILIZATION is a game of skill for 2 to 7 players.  It covers the development of ancient civilizations from the invention of agriculture c. 8000 B.C. to the emergence of Rome around the middle of the third century B.C.  Each player leads a nation of peoples over a map board of the Eastern Mediterranean and Near East as they attempt to carve a niche for themselves and their culture.&#10;&#10;Although battles and territorial strategy are important, this is not a war game because it is not won by battle or conquest.  Instead, the object of play is to gain a level of overall advancement involving cultural, economic, and political factors so that such conflicts that do arise are a result of rivalry and land shortage rather than a desire to eliminate other players.  Nomad and farmer, warrior and merchant, artisan and citizen all have an essential part to play in the development of civilization.  It is the player who most effectively changes emphasis between these various outlooks who will achieve the best balance - and win.&#10;&#10;(from the Introduction to the Avalon Hill edition rulebook)&#10;&#10;This game has a huge following and is widely regarded as one of the best games about ancient civilizations.  Each player takes on the role of leader of an ancient civilization, such as the Illyrians or Babylonians.  Your task is to guide your people through the ages by expanding your empire and using its proceeds to finance new technological advances, such as Literacy, Metalworking, or Law.  The advancements help your civilization better cope with its problems as well as help bring new advancements.&#10;&#10;Civilization is widely thought to be the first game ever to incorporate a &quot;technology tree,&quot; allowing players to gain certain items and abilities only after particular other items were obtained.  This influential mechanism has been adopted by countless other board games, card games, and computer games.&#10;&#10;";7;360;12;2;360;Civilization;360;1980;Ed Dovey,Charles Kibler,Rodger B. MacGowan,Guillaume Rohmer,Dale Sheaffer;Ancient,Civilization,Economic,Negotiation;Francis Tresham,Mick (Mike) Uhl;Civilization;Area Control / Area Influence,Area Movement,Hand Management,Set Collection,Trading;Avalon Hill,ACE Pelit Oy,Compendium Games,Descartes Editeur,Gibsons Games,Hartland Trefoil Ltd.,Joc Internacional,Piatnik,Spiel & Kunst,Welt der Spiele;7.52258;6178;civilization;42;0.0;0.0;3.7080851063829785;0;-2.91;SrgH7JrRiX;False;0;7.0;360.0;12.0;2.0;360.0;Civilization;47;2-7;47;360;234.5;0.0;0.0;0.0;219;1980.0;civilization
16;63;72;"This board game masquerading as a card game is about a conflict between two factions, the Rose and the Eagle. In each turn, players attempt to change the allegiance of one land district, contributing power cards to swing the conflict in their favor. Players also choose roles such as Diplomat, Traitor, and Builder that give them special abilities for that turn. The most potentially devastating role is that of the Verr&auml;ter, or Traitor, which allows the player to change allegiances just as the conflict begins. Points are awarded for winning over districts, for taking certain roles, and for building counting-houses.&#10;&#10;";4;60;12;3;60;Verräter;60;1998;Marcel-André Casasola Merkle;Card Game,Political;Marcel-André Casasola Merkle;;Card Drafting,Hand Management,Modular Board,Partnerships,Variable Player Powers;Adlung-Spiele,New Games Order, LLC;6.74051;1709;verräter;54;0.0;0.0;3.1944444444444438;0;0.0;dtjMsA7e2G;False;0;4.0;60.0;12.0;3.0;60.0;Verräter;18;3-4;14;60;0.0;0.0;10.95;7.0;95;1998.0;verräter
17;75;88;"Torres is an abstract game of resource management and tactical pawn movement.  Players are attempting to build up castles and position their knights to score the most points each turn.  Players have a limited supply of knights and action cards that allow special actions to be taken.  Efficient use of pieces and cards, along with a thoughtful awareness of future possibilities, is the heart of this game.&#10;&#10;Torres is considered by many to be an informal member of what is referred to as the Mask Trilogy.&#10;&#10;";4;60;12;2;60;Torres;60;1999;Alessandra Cimatoribus,Michael Menzel,Franz Vohwinkel;Abstract Strategy,Medieval;Michael Kiesling,Wolfgang Kramer;3D Games,The Mask Trilogy;Action Point Allowance System,Area Control / Area Influence,Area Enclosure,Grid Movement,Hand Management,Tile Placement;ABACUSSPIELE,F.X. Schmid,HUCH! & friends,IDW Games,Ravensburger Spieleverlag GmbH,Rio Grande Games,Tilsit;7.176239999999999;6980;torres;63;0.0;0.0;3.400714285714286;0;0.2;kHWKPeP3Xn;False;0;4.0;90.0;10.0;2.0;60.0;Torres;70;2-4;233;60-90;39.95;69.99;56.99;0.0;777;1999.0;torres
18;79;93;"In this award-winning game, players take on the roles of Grandes in medieval Spain.  The king's power is flagging, and these powerful lords are vying for control of the various regions.  To that end, you draft caballeros (knights in the form of colored cubes) into your court and subsequently move them onto the board to help seize control of regions.  After every third round, the regions are scored, and after the ninth round, the player with the most points is the winner.&#10;&#10;In each of the nine rounds, you select one of your 13 power cards to determine turn order as well as the number of caballeros you get to move from the provinces (general supply) into your court (personal supply).&#10;&#10;A turn then consists of selecting one of five action cards which allow variations to the rules and additional scoring opportunities in addition to determining how many caballeros to move from your court to one or more of the regions on the board (or into the castillo - a secretive tower). Normally, you may only place your caballeros into regions adjacent to the one containing the king pawn. The one hard and fast rule in El Grande is that nothing may move into or out of the king's region. One of the five action cards that is always available each round allows you to move the king to a new region. The other four action cards varying from round to round.&#10;&#10;The goal is to have a caballero majority in as many regions (and the castillo) as possible during a scoring round. Following the scoring of the castillo, you place any cubes you had stashed there into the region you had secretly indicated on your region dial. Each region is then scored individually according to a table printed in that region. Two-point bonuses are awarded for having sole majority in the region containing your Grande (large cube) and in the region containing the king.&#10;&#10;";5;120;12;2;60;El Grande;120;1995;Doris Matthäus;Renaissance;Wolfgang Kramer,Richard Ulrich;Country: Spain,El Grande;Area Control / Area Influence,Area Movement,Auction/Bidding,Card Drafting,Hand Management,Memory,Simultaneous Action Selection;Hans im Glück Verlags-GmbH,999 Games,Användbart Litet Företag,Descartes Editeur,Filosofia Éditions,Gabinete Lúdico,Rio Grande Games;7.8044600000000015;18423;el grande;26;0.0;0.0;3.877777777777777;0;0.0;07sKc1TGJS;False;0;5.0;120.0;12.0;2.0;60.0;El Grande;189;2-5;796;60-120;0.0;0.0;0.0;0.0;1967;1995.0;el grande
19;88;103;"This classic game of the Fantasy Monster Slug-a-thon is a standby from the Avalon Hill of yore.  The game still has a very devoted following, which is a tribute to the depth of the various strategies and approaches.  The game is divided into two realms, the masterboard and the battleboards.  On the masterboard, legions of mythical creatures roam about trying to recruit bigger and badder monsters and kill opposing legions in the process.  When a combat occurs, the action moves to the corresponding battleboard type corresponding to the area the fight is taking place in.  After lots of dice are tossed, the army that remains standing is returned to the masterboard with the spoils of war: points.&#10;&#10;The points are used to recruit Angels and Archangels and to augment the leader character of the player's army: The Titan.  As the points increase, the Titans become ever more powerful; at game end, the titan is able to kill most other character with a single blow. But be careful: If the Titan dies, the player is out of the game.&#10;&#10;The last Titan standing is the ruler of all, and winner of the game.&#10;&#10;";6;240;12;2;30;Titan;240;1980;Mike Doyle (I),Kurt Miller,Kenn Nishiuye,David A. Trampier,Chris White (I);Fantasy,Fighting;Jason B. McAllister,David A. Trampier;Valley Games Classic Line;Dice Rolling,Player Elimination,Roll / Spin and Move,Secret Unit Deployment,Set Collection;Avalon Hill,Gorgonstar Publications,Heidelberger Spieleverlag,Valley Games, Inc.;6.9615300000000016;3570;titan;59;0.0;0.0;3.6607142857142856;0;0.0;lhXWPq4BDQ;True;0;6.0;240.0;12.0;2.0;30.0;Titan;28;2-6;133;30-240;0.0;0.0;848.91;0.0;574;1980.0;titan
20;100;116;"The French Revolution is famous in part for the use of the guillotine to put nobles to death, and this is the macabre subject of this light card game.  As executioners pandering to the masses, the players are trying to behead the least popular nobles.  Each day the nobles are lined up and players take turns killing the ones at the front of the line until all the nobles are gone.  However, players are given cards which will manipulate the line order right before 'harvesting,' which is what makes the game interesting.  After three days worth of chopping, the highest total carries the day.&#10;&#10;";5;30;12;2;30;Guillotine;30;1998;Quinton Hoover,Mike Raabe;Card Game,Humor;Paul Peterson;Country: France;Hand Management;AMIGO Spiel + Freizeit GmbH,Darwin Project,Halloween Concept,Hasbro,Play Factory,PS-Games,Wizards of the Coast;6.53873;15334;guillotine;88;1.0;2.0;3.0554298642533935;0;0.27;h6oBJkJlxa;False;0;5.0;45.0;12.0;2.0;30.0;Guillotine;221;2-5;632;30-45;10.99;16.95;15.6;0.0;762;1998.0;guillotine
21;102;118;"Buying and selling paintings is a very lucrative business, at least that's what Hollywood's led us to believe, and that's the premise of this game.  Five different artists have produced a bunch of paintings, and it's the player's task to be both the buyer and the seller, hopefully making a profit in both roles.  He does this by putting a painting from his hand up for auction each turn.  He gets the money if some other player buys it, but must pay the bank if he buys it for himself.  After each round, paintings are valued by the number of paintings of that type that were sold.  The broker with the most cash after four rounds is the winner.&#10;&#10;Part of the Knizia auction trilogy.&#10;&#10;";5;45;10;3;45;Modern Art;45;1992;Carole Carrion,Manuel Carvalho,Mike Doyle (I),Pete Fenlon,Paul Laane,Ramon Martins,Daniel Melim,Rafael Silveira,Sigrid Thaler,Zeilbeck & Natzeck Design Company;Card Game,Economic;Reiner Knizia;Visual Arts: Painting;Auction/Bidding,Commodity Speculation,Hand Management;CMON Limited,Drosselmeyer & Co. Ltd.,GeGe Co Ltd,Hans im Glück Verlags-GmbH,Kaissa Chess & Games,Lautapelit.fi,Matagot,Mayfair Games,New Games Order, LLC,Odysseia Jogos,Oink Games,Pegasus Spiele,REBEL.pl,Wargames Club Publishing;7.30341;11439;modern art;0;2.0;3.0;3.688858695652173;0;-1.66;fmSDkAqJbH;False;16;5.0;90.0;14.0;3.0;60.0;Modern Art;184;3-5;672;60-90;79.77;41.99;32.99;24.99;5403;1992.0;modern art
22;104;120;"What do bored English noblemen do with their free time?  Well, according to this Spiel des Jahres (1990) winner by Klaus Teuber, they like collecting old junk and then showing it off.  Players buy or steal various pieces of junk in the form of cards, trying to form the largest and oldest collection.  Built on a 'rock-paper-scissors' mechanism, this game gives all players a couple of choices each turn.  The trick is in guessing what your opponents are likely to do, and planning your choice accordingly&mdash;only after everyone's decision is revealed do you know for certain whether you made the right one.&#10;&#10;Note: Hoity Toity (Uberplay, 2004) is for 3 to 6 players.&#10;      Spionage! (G&amp;RRR, 1992) is for 2 to 5 players&#10;&#10;";6;45;12;2;45;Hoity Toity;45;1990;Leif Åbjörnsson,Tanja Donner,Ritva Hussain-Shahid,Michaela Kienle,Björn Lindsten,Cornelia von Seidlein;Bluffing;Klaus Teuber;Admin: Better Description Needed!,Alea Big Box;Rock-Paper-Scissors,Set Collection,Simultaneous Action Selection;alea,Ravensburger Spieleverlag GmbH,Avalon Hill,F.X. Schmid,G&RRR,Gibsons Games,Jumbo,MIKA,Überplay,Vini-Spil;6.54518;4410;hoity toity;54;0.0;0.0;3.286585365853659;0;0.0;e1nZR8rYeR;False;0;6.0;45.0;12.0;2.0;45.0;Hoity Toity;41;2-6;107;45;0.0;0.0;0.0;0.0;217;1990.0;hoity toity
23;105;121;"Set thousands of years in the future, Dune the boardgame is based on the Frank Herbert novels about an arid planet at the heart of the human space empire's political machinations.&#10;&#10;Designed by the creators at Eon of Cosmic Encounter fame, some contend that the game can best be described as Cosmic Encounter set within the Dune universe, but the two games bear little in common in the actual mechanics or goals; they're just both set in space.  Like Cosmic Encounter, it is a game that generates a lot of player interaction through negotiation and bluffing, but that can be said of numerous unrelated games.&#10;&#10;Players each take the role of one of the factions attempting to control Dune.  Each faction has special powers that overlook certain rules in the game.  Each turn players move about the map attempting to pick up valuable spice while dealing with giant sandworms, deadly storms, and other players' military forces.  A delicate political balance is formed amongst the factions to prevent any one side from becoming too strong.  When a challenge is made in a territory, combat takes the form of hidden bids with additional treachery cards to further the uncertainty.&#10;&#10;The game concludes when one faction (or two allied factions) is able to control a certain number of strongholds on the planet.&#10;&#10;Avalon Hill Complexity rating - 3&#10;&#10;";6;180;12;2;60;Dune;180;1979;Jean Baer,Fabrice Lamy,Christophe Peulvast,Mick (Mike) Uhl,Olivier Vatine,Chris White (I);Bluffing,Fighting,Negotiation,Novel-based,Political,Science Fiction;Bill Eberle,Jack Kittredge,Peter Olotka;Desert Theme,Dune;Area Control / Area Influence,Area Movement,Auction/Bidding,Hand Management,Partnerships,Variable Player Powers;Avalon Hill,Descartes Editeur,Hobby Japan;7.61137;4563;dune;17;0.0;0.0;3.84;0;0.0;iBIEAB4abV;False;0;6.0;180.0;12.0;2.0;60.0;Dune;50;2-6;88;60-180;0.0;0.0;0.0;0.0;401;1979.0;dune
